'roomId','checkIn','checkOut','adults','children','infants'
582,'2019-7-7','2019-7-21',3,1,2'
583,'2019-8-2','2019-8-17',4,4,0'
584,'2019-9-12','2019-9-22',3,2,1'
585,'2019-10-8','2019-10-25',2,4,0'
586,'2019-11-10','2019-11-26',3,1,1'
587,'2019-12-9','2019-12-16',1,3,0'
588,'2019-1-6','2019-1-26',1,4,2'
589,'2019-2-8','2019-2-18',3,4,0'
590,'2019-3-5','2019-3-27',1,4,0'
591,'2019-4-8','2019-4-23',3,3,2'
592,'2019-5-13','2019-5-18',1,0,1'
593,'2019-6-8','2019-6-27',4,4,1'
594,'2019-7-13','2019-7-17',4,0,1'
595,'2019-8-9','2019-8-25',1,3,2'
596,'2019-9-5','2019-9-23',1,3,0'
597,'2019-10-13','2019-10-18',1,1,1'
598,'2019-11-9','2019-11-24',4,4,2'
599,'2019-12-4','2019-12-17',3,1,1'
600,'2019-1-5','2019-1-22',2,2,0'
601,'2019-2-5','2019-2-16',2,2,2'
602,'2019-3-14','2019-3-15',4,0,1'
603,'2019-4-10','2019-4-21',3,4,2'
604,'2019-5-2','2019-5-25',1,3,1'
605,'2019-6-3','2019-6-27',4,1,2'
606,'2019-7-13','2019-7-15',3,4,2'
607,'2019-8-6','2019-8-25',1,2,1'
608,'2019-9-4','2019-9-16',4,4,2'
609,'2019-10-3','2019-10-17',1,4,2'
610,'2019-11-8','2019-11-28',2,2,2'
611,'2019-12-9','2019-12-21',4,1,2'
612,'2019-1-9','2019-1-22',3,3,2'
613,'2019-2-12','2019-2-18',4,4,1'
614,'2019-3-7','2019-3-23',3,1,1'
615,'2019-4-1','2019-4-16',1,1,2'
616,'2019-5-2','2019-5-26',2,0,2'
617,'2019-6-4','2019-6-28',2,4,1'
618,'2019-7-9','2019-7-23',2,2,1'
619,'2019-8-5','2019-8-20',4,3,2'
620,'2019-9-7','2019-9-17',4,3,1'
621,'2019-10-4','2019-10-27',4,4,2'
622,'2019-11-7','2019-11-15',1,4,1'
623,'2019-12-9','2019-12-22',3,4,0'
624,'2019-1-2','2019-1-15',3,1,0'
625,'2019-2-6','2019-2-17',2,3,2'
626,'2019-3-1','2019-3-22',4,1,0'
627,'2019-4-1','2019-4-20',2,3,2'
628,'2019-5-6','2019-5-18',3,4,2'
629,'2019-6-6','2019-6-18',1,4,0'
630,'2019-7-12','2019-7-18',2,3,0'
631,'2019-8-14','2019-8-21',3,3,2'
632,'2019-9-14','2019-9-28',2,3,2'
633,'2019-10-5','2019-10-21',3,4,2'
634,'2019-11-8','2019-11-27',2,3,1'
635,'2019-12-2','2019-12-19',4,0,0'
636,'2019-1-2','2019-1-15',3,0,1'
637,'2019-2-8','2019-2-27',3,0,1'
638,'2019-3-11','2019-3-25',4,0,2'
639,'2019-4-7','2019-4-24',1,0,2'
640,'2019-5-12','2019-5-27',1,4,0'
641,'2019-6-11','2019-6-19',4,3,2'
642,'2019-7-5','2019-7-17',4,4,1'
643,'2019-8-11','2019-8-22',4,1,2'
644,'2019-9-11','2019-9-15',2,0,2'
645,'2019-10-10','2019-10-17',2,0,1'
646,'2019-11-11','2019-11-24',4,4,0'
647,'2019-12-11','2019-12-18',3,1,2'
648,'2019-1-9','2019-1-28',1,0,2'
649,'2019-2-14','2019-2-23',2,2,0'
650,'2019-3-12','2019-3-17',3,3,1'
651,'2019-4-1','2019-4-26',4,4,2'
652,'2019-5-10','2019-5-25',4,1,0'
653,'2019-6-7','2019-6-19',3,3,2'
654,'2019-7-1','2019-7-23',1,1,1'
655,'2019-8-3','2019-8-17',1,0,0'
656,'2019-9-5','2019-9-19',4,2,2'
657,'2019-10-14','2019-10-24',4,4,2'
658,'2019-11-12','2019-11-27',3,4,1'
659,'2019-12-10','2019-12-17',2,0,0'
660,'2019-1-13','2019-1-16',3,1,1'
661,'2019-2-9','2019-2-18',1,1,2'
662,'2019-3-4','2019-3-18',4,1,1'
663,'2019-4-13','2019-4-22',1,2,2'
664,'2019-5-9','2019-5-18',3,2,2'
665,'2019-6-2','2019-6-27',3,3,0'
666,'2019-7-5','2019-7-28',3,4,1'
667,'2019-8-2','2019-8-20',1,4,0'
668,'2019-9-9','2019-9-16',3,0,1'
669,'2019-10-3','2019-10-22',2,2,2'
670,'2019-11-7','2019-11-20',4,0,1'
671,'2019-12-10','2019-12-25',1,1,1'
672,'2019-1-11','2019-1-23',4,4,1'
673,'2019-2-7','2019-2-20',4,4,1'
674,'2019-3-13','2019-3-26',2,1,0'
675,'2019-4-12','2019-4-17',3,3,2'
676,'2019-5-10','2019-5-21',4,1,2'
677,'2019-6-3','2019-6-27',3,1,2'
678,'2019-7-13','2019-7-17',2,3,0'
679,'2019-8-2','2019-8-22',2,0,0'
680,'2019-9-10','2019-9-25',4,0,0'
681,'2019-10-3','2019-10-22',3,2,0'
682,'2019-11-14','2019-11-19',4,0,0'
683,'2019-12-10','2019-12-24',3,0,2'
684,'2019-1-8','2019-1-19',4,0,1'
685,'2019-2-8','2019-2-23',2,3,1'
686,'2019-3-3','2019-3-26',3,4,0'
687,'2019-4-7','2019-4-24',2,3,2'
688,'2019-5-11','2019-5-16',3,1,2'
689,'2019-6-3','2019-6-28',2,0,0'
690,'2019-7-1','2019-7-21',4,1,2'
691,'2019-8-9','2019-8-21',2,4,2'
692,'2019-9-8','2019-9-21',3,4,2'
693,'2019-10-7','2019-10-22',3,2,1'
694,'2019-11-6','2019-11-22',2,0,0'
695,'2019-12-10','2019-12-19',3,3,2'
696,'2019-1-6','2019-1-27',1,3,0'
697,'2019-2-6','2019-2-28',1,2,0'
698,'2019-3-2','2019-3-15',1,4,2'
699,'2019-4-10','2019-4-15',1,2,0'
700,'2019-5-1','2019-5-20',3,0,0'
701,'2019-6-2','2019-6-15',3,0,2'
702,'2019-7-5','2019-7-27',4,1,1'
703,'2019-8-6','2019-8-17',1,1,1'
704,'2019-9-3','2019-9-24',4,1,1'
705,'2019-10-5','2019-10-21',1,3,2'
706,'2019-11-2','2019-11-15',4,1,2'
707,'2019-12-5','2019-12-27',3,4,0'
708,'2019-1-11','2019-1-18',4,1,2'
709,'2019-2-5','2019-2-15',2,3,2'
710,'2019-3-8','2019-3-23',4,3,2'
711,'2019-4-6','2019-4-27',2,0,1'
712,'2019-5-3','2019-5-23',2,3,0'
713,'2019-6-2','2019-6-16',3,3,2'
714,'2019-7-11','2019-7-17',2,1,0'
715,'2019-8-11','2019-8-22',3,0,0'
716,'2019-9-6','2019-9-16',3,1,0'
717,'2019-10-11','2019-10-26',4,2,0'
718,'2019-11-6','2019-11-23',1,4,2'
719,'2019-12-12','2019-12-17',1,4,0'
720,'2019-1-4','2019-1-17',3,1,2'
721,'2019-2-5','2019-2-26',4,1,1'
722,'2019-3-14','2019-3-15',3,4,0'
723,'2019-4-9','2019-4-17',1,4,1'
724,'2019-5-2','2019-5-28',3,0,1'
725,'2019-6-12','2019-6-23',4,2,0'
726,'2019-7-14','2019-7-19',2,1,1'
727,'2019-8-4','2019-8-16',2,0,0'
728,'2019-9-11','2019-9-19',1,4,2'
729,'2019-10-14','2019-10-25',3,1,0'
730,'2019-11-8','2019-11-20',2,1,1'
731,'2019-12-4','2019-12-28',4,0,1'
732,'2019-1-8','2019-1-20',1,0,2'
733,'2019-2-13','2019-2-21',3,4,2'
734,'2019-3-1','2019-3-22',4,1,1'
735,'2019-4-12','2019-4-20',4,4,1'
736,'2019-5-4','2019-5-24',3,3,1'
737,'2019-6-4','2019-6-21',3,3,2'
738,'2019-7-4','2019-7-15',3,3,2'
739,'2019-8-7','2019-8-25',1,4,0'
740,'2019-9-1','2019-9-24',1,0,0'
741,'2019-10-2','2019-10-21',4,4,2'
742,'2019-11-7','2019-11-28',3,3,1'
743,'2019-12-3','2019-12-23',4,3,1'
744,'2019-1-7','2019-1-24',1,1,1'
745,'2019-2-4','2019-2-27',3,0,0'
746,'2019-3-13','2019-3-17',3,1,0'
747,'2019-4-1','2019-4-19',2,1,0'
748,'2019-5-11','2019-5-22',3,2,2'
749,'2019-6-2','2019-6-27',1,3,0'
750,'2019-7-9','2019-7-15',1,3,2'
751,'2019-8-14','2019-8-25',2,1,1'
752,'2019-9-11','2019-9-28',4,1,0'
753,'2019-10-6','2019-10-19',1,4,1'
754,'2019-11-2','2019-11-17',2,2,2'
755,'2019-12-12','2019-12-19',1,3,0'
756,'2019-1-8','2019-1-19',3,2,2'
757,'2019-2-8','2019-2-25',1,1,1'
758,'2019-3-13','2019-3-28',2,1,1'
759,'2019-4-12','2019-4-27',1,0,2'
760,'2019-5-9','2019-5-17',2,1,1'
761,'2019-6-12','2019-6-16',4,1,1'
762,'2019-7-7','2019-7-24',2,3,0'
763,'2019-8-10','2019-8-16',2,4,2'
764,'2019-9-3','2019-9-21',1,4,0'
765,'2019-10-9','2019-10-26',4,1,1'
766,'2019-11-13','2019-11-23',4,1,0'
767,'2019-12-5','2019-12-22',1,3,2'
768,'2019-1-1','2019-1-15',4,2,2'
769,'2019-2-12','2019-2-17',3,1,1'
770,'2019-3-8','2019-3-18',2,1,0'
771,'2019-4-7','2019-4-18',3,4,2'
772,'2019-5-9','2019-5-25',2,4,0'
773,'2019-6-5','2019-6-15',1,4,2'
774,'2019-7-2','2019-7-22',3,2,2'
775,'2019-8-7','2019-8-18',1,0,2'
776,'2019-9-1','2019-9-23',2,0,1'
777,'2019-10-11','2019-10-22',1,3,0'
778,'2019-11-12','2019-11-26',3,4,0'
779,'2019-12-14','2019-12-18',4,4,2'
780,'2019-1-1','2019-1-27',2,2,1'
781,'2019-2-2','2019-2-25',1,2,2'
782,'2019-3-10','2019-3-22',1,1,0'
783,'2019-4-13','2019-4-24',4,3,2'
784,'2019-5-12','2019-5-27',1,3,1'
785,'2019-6-5','2019-6-26',3,2,2'
786,'2019-7-2','2019-7-27',4,2,1'
787,'2019-8-12','2019-8-21',3,1,0'
788,'2019-9-6','2019-9-19',4,0,2'
789,'2019-10-1','2019-10-23',4,2,2'
790,'2019-11-9','2019-11-17',4,2,1'
791,'2019-12-1','2019-12-19',4,3,2'
792,'2019-1-6','2019-1-22',2,2,1'
793,'2019-2-2','2019-2-21',3,2,0'
794,'2019-3-2','2019-3-24',4,4,1'
795,'2019-4-6','2019-4-28',2,3,1'
796,'2019-5-13','2019-5-20',4,0,1'
797,'2019-6-13','2019-6-25',4,4,2'
798,'2019-7-9','2019-7-20',2,2,0'
799,'2019-8-13','2019-8-21',1,1,1'
800,'2019-9-14','2019-9-15',2,1,0'
801,'2019-10-12','2019-10-19',4,1,2'
802,'2019-11-5','2019-11-27',3,4,1'
803,'2019-12-11','2019-12-17',4,0,0'
804,'2019-1-5','2019-1-20',1,3,0'
805,'2019-2-1','2019-2-26',2,2,2'
806,'2019-3-4','2019-3-28',1,2,1'
807,'2019-4-5','2019-4-16',4,2,2'
808,'2019-5-10','2019-5-19',3,3,2'
809,'2019-6-10','2019-6-28',2,0,1'
810,'2019-7-12','2019-7-17',3,1,2'
811,'2019-8-4','2019-8-26',1,2,1'
812,'2019-9-13','2019-9-25',2,3,0'
813,'2019-10-8','2019-10-15',2,1,0'
814,'2019-11-2','2019-11-27',4,1,1'
815,'2019-12-13','2019-12-22',2,2,1'
816,'2019-1-6','2019-1-22',2,2,0'
817,'2019-2-4','2019-2-20',4,4,2'
818,'2019-3-1','2019-3-22',4,1,1'
819,'2019-4-8','2019-4-25',4,2,1'
820,'2019-5-3','2019-5-19',3,4,0'
821,'2019-6-10','2019-6-19',1,0,1'
822,'2019-7-12','2019-7-26',4,4,0'
823,'2019-8-8','2019-8-24',4,0,0'
824,'2019-9-12','2019-9-21',2,1,1'
825,'2019-10-6','2019-10-21',1,2,2'
826,'2019-11-1','2019-11-16',1,4,1'
827,'2019-12-4','2019-12-21',1,2,2'
828,'2019-1-4','2019-1-23',2,2,1'
829,'2019-2-11','2019-2-26',2,1,2'
830,'2019-3-11','2019-3-16',4,2,2'
831,'2019-4-5','2019-4-25',3,1,1'
832,'2019-5-12','2019-5-18',4,2,0'
833,'2019-6-4','2019-6-24',2,4,1'
834,'2019-7-12','2019-7-20',4,0,2'
835,'2019-8-13','2019-8-26',4,4,0'
836,'2019-9-6','2019-9-20',1,3,2'
837,'2019-10-3','2019-10-25',4,0,2'
838,'2019-11-2','2019-11-23',1,4,0'
839,'2019-12-12','2019-12-18',3,0,2'
840,'2019-1-12','2019-1-19',2,3,0'
841,'2019-2-10','2019-2-19',1,3,0'
842,'2019-3-5','2019-3-26',3,4,0'
843,'2019-4-2','2019-4-17',1,4,1'
844,'2019-5-13','2019-5-24',4,0,0'
845,'2019-6-14','2019-6-19',2,3,0'
846,'2019-7-2','2019-7-26',3,2,0'
847,'2019-8-5','2019-8-15',1,1,2'
848,'2019-9-9','2019-9-15',1,3,0'
849,'2019-10-9','2019-10-22',4,3,0'
850,'2019-11-5','2019-11-15',1,3,2'
851,'2019-12-12','2019-12-23',4,4,0'
852,'2019-1-3','2019-1-25',2,2,1'
853,'2019-2-13','2019-2-18',3,3,1'
854,'2019-3-9','2019-3-24',4,1,1'
855,'2019-4-6','2019-4-22',2,0,2'
856,'2019-5-6','2019-5-19',1,1,2'
857,'2019-6-10','2019-6-24',2,2,0'
858,'2019-7-10','2019-7-26',4,2,1'
859,'2019-8-2','2019-8-20',4,4,0'
860,'2019-9-12','2019-9-15',2,0,2'
861,'2019-10-5','2019-10-28',1,4,2'
862,'2019-11-13','2019-11-20',4,2,0'
863,'2019-12-5','2019-12-27',2,2,2'
864,'2019-1-2','2019-1-28',1,2,2'
865,'2019-2-14','2019-2-22',2,4,1'
866,'2019-3-8','2019-3-20',4,0,0'
867,'2019-4-8','2019-4-16',4,4,0'
868,'2019-5-11','2019-5-16',1,1,0'
869,'2019-6-4','2019-6-25',1,4,1'
870,'2019-7-7','2019-7-16',1,0,1'
871,'2019-8-13','2019-8-17',1,3,1'
872,'2019-9-4','2019-9-23',1,2,1'
873,'2019-10-10','2019-10-15',2,0,0'
874,'2019-11-12','2019-11-21',2,3,2'
875,'2019-12-11','2019-12-27',3,2,0'
876,'2019-1-4','2019-1-17',3,3,2'
877,'2019-2-9','2019-2-22',4,0,2'
878,'2019-3-9','2019-3-24',1,1,1'
879,'2019-4-14','2019-4-27',3,1,0'
880,'2019-5-14','2019-5-28',1,0,1'
881,'2019-6-7','2019-6-20',1,4,0'
882,'2019-7-2','2019-7-25',3,2,2'
883,'2019-8-6','2019-8-23',1,3,1'
884,'2019-9-10','2019-9-25',1,1,1'
885,'2019-10-6','2019-10-15',1,1,1'
886,'2019-11-1','2019-11-27',2,1,2'
887,'2019-12-3','2019-12-19',1,4,2'
888,'2019-1-8','2019-1-28',1,4,2'
889,'2019-2-8','2019-2-21',3,4,0'
890,'2019-3-5','2019-3-20',2,1,2'
891,'2019-4-9','2019-4-18',4,0,0'
892,'2019-5-3','2019-5-18',1,0,0'
893,'2019-6-3','2019-6-22',1,4,2'
894,'2019-7-6','2019-7-21',2,3,2'
895,'2019-8-7','2019-8-28',2,3,0'
896,'2019-9-10','2019-9-16',4,4,0'
897,'2019-10-7','2019-10-26',4,4,2'
898,'2019-11-3','2019-11-20',4,0,2'
899,'2019-12-10','2019-12-25',2,0,0'
900,'2019-1-14','2019-1-22',3,0,1'
901,'2019-2-4','2019-2-16',1,3,1'
902,'2019-3-2','2019-3-16',1,1,0'
903,'2019-4-9','2019-4-27',4,1,2'
904,'2019-5-10','2019-5-16',4,1,1'
905,'2019-6-2','2019-6-26',3,4,1'
906,'2019-7-7','2019-7-15',3,3,2'
907,'2019-8-8','2019-8-22',3,3,1'
908,'2019-9-5','2019-9-22',2,4,2'
909,'2019-10-3','2019-10-18',3,4,2'
910,'2019-11-6','2019-11-18',3,2,1'
911,'2019-12-14','2019-12-18',2,1,0'
912,'2019-1-10','2019-1-16',3,2,1'
913,'2019-2-13','2019-2-15',2,0,2'
914,'2019-3-2','2019-3-18',1,2,2'
915,'2019-4-8','2019-4-17',3,0,2'
916,'2019-5-12','2019-5-26',1,2,2'
917,'2019-6-14','2019-6-28',3,0,1'
918,'2019-7-9','2019-7-16',3,2,1'
919,'2019-8-11','2019-8-23',2,0,1'
920,'2019-9-12','2019-9-21',1,1,2'
921,'2019-10-11','2019-10-19',2,0,2'
922,'2019-11-1','2019-11-21',1,4,1'
923,'2019-12-2','2019-12-28',3,3,2'
924,'2019-1-12','2019-1-15',3,3,2'
925,'2019-2-10','2019-2-17',1,3,1'
926,'2019-3-3','2019-3-21',3,0,0'
927,'2019-4-7','2019-4-26',4,0,1'
928,'2019-5-5','2019-5-16',1,4,0'
929,'2019-6-4','2019-6-26',1,1,2'
930,'2019-7-14','2019-7-16',3,1,2'
931,'2019-8-3','2019-8-19',1,0,1'
932,'2019-9-6','2019-9-28',3,0,1'
933,'2019-10-12','2019-10-18',3,1,2'
934,'2019-11-10','2019-11-22',4,2,0'
935,'2019-12-12','2019-12-20',3,0,2'
936,'2019-1-1','2019-1-19',4,0,1'
937,'2019-2-14','2019-2-21',1,4,2'
938,'2019-3-2','2019-3-16',3,2,2'
939,'2019-4-11','2019-4-20',4,4,0'
940,'2019-5-5','2019-5-15',2,4,0'
941,'2019-6-5','2019-6-22',2,1,1'
942,'2019-7-1','2019-7-28',2,2,2'
943,'2019-8-10','2019-8-17',4,3,0'
944,'2019-9-6','2019-9-25',1,3,1'
945,'2019-10-9','2019-10-22',2,3,0'
946,'2019-11-7','2019-11-16',1,4,0'
947,'2019-12-4','2019-12-21',3,3,0'
948,'2019-1-7','2019-1-19',1,1,0'
949,'2019-2-13','2019-2-20',4,1,0'
950,'2019-3-6','2019-3-24',2,4,1'
951,'2019-4-10','2019-4-23',2,2,2'
952,'2019-5-3','2019-5-15',4,0,0'
953,'2019-6-7','2019-6-26',4,1,0'
954,'2019-7-9','2019-7-28',1,1,0'
955,'2019-8-5','2019-8-28',1,4,0'
956,'2019-9-5','2019-9-19',4,2,2'
957,'2019-10-8','2019-10-27',4,4,0'
958,'2019-11-12','2019-11-24',1,2,2'
959,'2019-12-1','2019-12-23',4,3,2'
960,'2019-1-11','2019-1-17',3,4,0'
961,'2019-2-7','2019-2-24',2,1,0'
962,'2019-3-5','2019-3-24',2,0,2'
963,'2019-4-10','2019-4-26',3,4,0'
964,'2019-5-5','2019-5-17',4,1,0'
965,'2019-6-4','2019-6-18',3,2,1'
966,'2019-7-7','2019-7-17',2,0,0'
967,'2019-8-12','2019-8-18',3,3,2'
968,'2019-9-5','2019-9-17',1,0,1'
969,'2019-10-14','2019-10-22',1,1,0'
970,'2019-11-6','2019-11-19',3,4,0'
971,'2019-12-1','2019-12-16',4,1,1'
972,'2019-1-6','2019-1-23',2,2,0'
973,'2019-2-2','2019-2-27',4,4,1'
974,'2019-3-5','2019-3-21',1,4,1'
975,'2019-4-12','2019-4-24',4,4,2'
976,'2019-5-12','2019-5-28',3,3,0'
977,'2019-6-9','2019-6-21',1,0,2'
978,'2019-7-7','2019-7-22',1,1,2'
979,'2019-8-4','2019-8-28',1,4,0'
980,'2019-9-14','2019-9-16',4,2,0'
981,'2019-10-1','2019-10-26',3,0,2'
982,'2019-11-9','2019-11-17',2,2,0'
983,'2019-12-8','2019-12-15',1,0,0'
984,'2019-1-12','2019-1-28',4,3,2'
985,'2019-2-14','2019-2-22',4,2,2'
986,'2019-3-7','2019-3-16',2,4,2'
987,'2019-4-1','2019-4-19',3,0,2'
988,'2019-5-14','2019-5-17',4,2,0'
989,'2019-6-14','2019-6-25',3,3,1'
990,'2019-7-3','2019-7-21',1,3,2'
991,'2019-8-5','2019-8-25',4,4,1'
992,'2019-9-4','2019-9-21',1,2,0'
993,'2019-10-12','2019-10-25',2,3,0'
994,'2019-11-11','2019-11-25',4,4,0'
995,'2019-12-3','2019-12-15',3,3,0'
996,'2019-1-3','2019-1-27',1,2,2'
997,'2019-2-14','2019-2-21',4,1,1'
998,'2019-3-3','2019-3-26',2,4,0'
999,'2019-4-2','2019-4-24',3,1,2'
1000,'2019-5-11','2019-5-23',3,0,2'
1001,'2019-6-10','2019-6-15',4,1,0'
1002,'2019-7-11','2019-7-18',1,4,1'
1003,'2019-8-10','2019-8-22',2,0,1'
1004,'2019-9-13','2019-9-19',2,0,0'
1005,'2019-10-2','2019-10-15',4,4,2'
1006,'2019-11-13','2019-11-22',1,0,2'
1007,'2019-12-12','2019-12-24',2,1,1'
1008,'2019-1-14','2019-1-21',1,0,1'
1009,'2019-2-2','2019-2-20',3,0,1'
1010,'2019-3-5','2019-3-27',4,2,0'
1011,'2019-4-4','2019-4-23',1,4,0'
1012,'2019-5-10','2019-5-23',3,3,2'
1013,'2019-6-1','2019-6-19',2,0,2'
1014,'2019-7-1','2019-7-21',3,3,2'
1015,'2019-8-9','2019-8-20',4,4,2'
1016,'2019-9-12','2019-9-16',1,4,0'
1017,'2019-10-2','2019-10-19',3,3,1'
1018,'2019-11-7','2019-11-22',2,1,2'
1019,'2019-12-3','2019-12-16',3,3,1'
1020,'2019-1-7','2019-1-17',2,2,0'
1021,'2019-2-4','2019-2-27',4,0,2'
1022,'2019-3-9','2019-3-15',2,4,2'
1023,'2019-4-6','2019-4-27',1,4,1'
1024,'2019-5-3','2019-5-21',3,4,1'
1025,'2019-6-6','2019-6-24',4,0,2'
1026,'2019-7-13','2019-7-16',4,4,1'
1027,'2019-8-5','2019-8-23',4,4,1'
1028,'2019-9-1','2019-9-15',4,0,1'
1029,'2019-10-11','2019-10-23',1,0,0'
1030,'2019-11-12','2019-11-20',4,4,0'
1031,'2019-12-9','2019-12-16',2,1,1'
1032,'2019-1-9','2019-1-17',1,4,0'
1033,'2019-2-9','2019-2-24',1,2,2'
1034,'2019-3-9','2019-3-26',4,1,1'
1035,'2019-4-1','2019-4-21',1,2,0'
1036,'2019-5-13','2019-5-25',4,2,1'
1037,'2019-6-8','2019-6-25',3,2,2'
1038,'2019-7-11','2019-7-16',4,0,2'
1039,'2019-8-3','2019-8-24',2,2,1'
1040,'2019-9-2','2019-9-17',3,1,1'
1041,'2019-10-6','2019-10-19',2,1,0'
1042,'2019-11-2','2019-11-25',1,2,1'
1043,'2019-12-8','2019-12-17',3,0,0'
1044,'2019-1-13','2019-1-23',3,4,2'
1045,'2019-2-1','2019-2-18',4,0,1'
1046,'2019-3-12','2019-3-15',2,2,0'
1047,'2019-4-1','2019-4-15',3,3,0'
1048,'2019-5-4','2019-5-22',4,2,1'
1049,'2019-6-4','2019-6-21',1,3,1'
1050,'2019-7-9','2019-7-20',3,1,1'
1051,'2019-8-4','2019-8-16',1,2,1'
1052,'2019-9-6','2019-9-27',2,0,2'
1053,'2019-10-8','2019-10-25',4,2,2'
1054,'2019-11-3','2019-11-17',2,3,1'
1055,'2019-12-9','2019-12-23',1,2,2'
1056,'2019-1-6','2019-1-15',3,1,2'
1057,'2019-2-8','2019-2-18',3,2,0'
1058,'2019-3-2','2019-3-24',1,3,1'
1059,'2019-4-11','2019-4-26',2,2,2'
1060,'2019-5-4','2019-5-24',3,0,2'
1061,'2019-6-8','2019-6-22',3,2,2'
1062,'2019-7-13','2019-7-18',4,4,0'
1063,'2019-8-12','2019-8-16',2,0,1'
1064,'2019-9-11','2019-9-20',1,4,0'
1065,'2019-10-4','2019-10-17',4,1,1'
1066,'2019-11-8','2019-11-18',3,1,0'
1067,'2019-12-11','2019-12-25',3,4,0'
1068,'2019-1-4','2019-1-21',2,4,2'
1069,'2019-2-6','2019-2-21',2,2,2'
1070,'2019-3-14','2019-3-19',4,1,2'
1071,'2019-4-9','2019-4-23',3,4,0'
1072,'2019-5-8','2019-5-20',2,1,0'
1073,'2019-6-4','2019-6-28',1,2,1'
1074,'2019-7-12','2019-7-22',4,4,1'
1075,'2019-8-12','2019-8-17',2,4,2'
1076,'2019-9-13','2019-9-23',1,3,0'
1077,'2019-10-1','2019-10-15',3,1,2'
1078,'2019-11-2','2019-11-24',4,3,1'
1079,'2019-12-11','2019-12-16',2,4,0'
1080,'2019-1-7','2019-1-16',2,2,2'
1081,'2019-2-1','2019-2-25',1,4,1'
1082,'2019-3-8','2019-3-20',4,2,1'
1083,'2019-4-7','2019-4-27',3,2,0'
1084,'2019-5-12','2019-5-23',1,2,1'
1085,'2019-6-9','2019-6-26',2,4,1'
1086,'2019-7-13','2019-7-17',3,4,1'
1087,'2019-8-3','2019-8-19',4,3,0'
1088,'2019-9-8','2019-9-20',4,1,1'
1089,'2019-10-2','2019-10-18',1,0,0'
1090,'2019-11-12','2019-11-17',3,3,2'
1091,'2019-12-4','2019-12-18',4,4,2'
1092,'2019-1-1','2019-1-17',2,3,1'
1093,'2019-2-9','2019-2-17',1,2,2'
1094,'2019-3-12','2019-3-26',4,1,0'
1095,'2019-4-6','2019-4-26',4,2,0'
1096,'2019-5-3','2019-5-27',3,2,2'
1097,'2019-6-14','2019-6-20',2,4,1'
1098,'2019-7-5','2019-7-24',4,2,1'
1099,'2019-8-13','2019-8-21',1,0,0'
1100,'2019-9-4','2019-9-19',2,1,1'
1101,'2019-10-2','2019-10-23',2,2,0'
1102,'2019-11-11','2019-11-16',2,1,2'
1103,'2019-12-3','2019-12-21',2,1,1'
1104,'2019-1-13','2019-1-28',1,3,0'
1105,'2019-2-10','2019-2-18',3,1,0'
1106,'2019-3-9','2019-3-24',3,1,2'
1107,'2019-4-2','2019-4-28',4,3,0'
1108,'2019-5-7','2019-5-22',4,2,0'
1109,'2019-6-4','2019-6-20',4,1,2'
1110,'2019-7-7','2019-7-18',4,2,1'
1111,'2019-8-13','2019-8-26',2,2,0'
1112,'2019-9-14','2019-9-24',1,4,2'
1113,'2019-10-3','2019-10-18',1,2,0'
1114,'2019-11-2','2019-11-18',1,4,2'
1115,'2019-12-14','2019-12-24',3,3,2'
1116,'2019-1-13','2019-1-17',3,0,1'
1117,'2019-2-3','2019-2-16',2,0,1'
1118,'2019-3-9','2019-3-16',1,1,2'
1119,'2019-4-14','2019-4-22',1,0,0'
1120,'2019-5-9','2019-5-21',4,2,0'
1121,'2019-6-1','2019-6-26',1,0,2'
1122,'2019-7-3','2019-7-18',3,4,2'
1123,'2019-8-10','2019-8-28',1,2,1'
1124,'2019-9-5','2019-9-18',1,2,0'
1125,'2019-10-3','2019-10-18',3,4,0'
1126,'2019-11-5','2019-11-18',2,2,0'
1127,'2019-12-1','2019-12-19',1,0,2'
1128,'2019-1-5','2019-1-22',2,4,1'
1129,'2019-2-7','2019-2-25',4,4,2'
1130,'2019-3-7','2019-3-26',3,4,1'
1131,'2019-4-13','2019-4-21',4,4,1'
1132,'2019-5-7','2019-5-24',3,3,1'
1133,'2019-6-2','2019-6-18',4,2,0'
1134,'2019-7-12','2019-7-18',4,3,0'
1135,'2019-8-7','2019-8-28',4,2,1'
1136,'2019-9-14','2019-9-23',4,4,1'
1137,'2019-10-13','2019-10-18',1,1,0'
1138,'2019-11-13','2019-11-23',1,2,2'
1139,'2019-12-3','2019-12-18',2,4,2'
1140,'2019-1-4','2019-1-27',3,3,0'
1141,'2019-2-14','2019-2-23',3,0,1'
1142,'2019-3-7','2019-3-28',1,1,2'
1143,'2019-4-3','2019-4-26',2,1,2'
1144,'2019-5-13','2019-5-18',3,0,2'
1145,'2019-6-12','2019-6-25',3,2,1'
1146,'2019-7-4','2019-7-24',4,2,0'
1147,'2019-8-8','2019-8-21',3,0,0'
1148,'2019-9-13','2019-9-21',3,4,0'
1149,'2019-10-7','2019-10-17',1,4,2'
1150,'2019-11-1','2019-11-23',3,1,2'
1151,'2019-12-7','2019-12-16',4,3,0'
1152,'2019-1-3','2019-1-17',4,2,0'
1153,'2019-2-6','2019-2-27',1,3,2'
1154,'2019-3-11','2019-3-15',3,4,2'
1155,'2019-4-12','2019-4-16',4,1,1'
1156,'2019-5-1','2019-5-25',2,2,1'
